date,market,commodity,demand_units,stock_level,stock_received,unit_cost_ngn,lead_time_days,seasonal_factor,festive_factor,supply_shock
2024-05-05,Ibadan,Yam (tuber),479,1555,1437,2500,3,1.1,1.0,1.0
2024-05-12,Ibadan,Yam (tuber),552,1003,0,2500,3,1.1,1.0,1.0
2024-05-19,Ibadan,Yam (tuber),503,1254,754,2500,3,1.1,1.0,0.5
2024-05-26,Ibadan,Yam (tuber),560,694,0,2500,3,1.1,1.0,1.0
2024-06-02,Ibadan,Yam (tuber),446,1586,1338,2500,3,1.1,1.0,1.0
2024-06-09,Ibadan,Yam (tuber),589,997,0,2500,3,1.1,1.0,1.0
2024-06-16,Ibadan,Yam (tuber),760,2517,2280,2500,3,1.1,1.35,1.0
2024-06-23,Ibadan,Yam (tuber),571,1946,0,2500,3,1.1,1.35,1.0
2024-06-30,Ibadan,Yam (tuber),610,1336,0,2500,3,1.1,1.1,1.0
2024-07-07,Ibadan,Yam (tuber),552,784,0,2500,3,1.1,1.0,1.0
2024-07-14,Ibadan,Yam (tuber),556,1896,1668,2500,3,1.1,1.0,1.0
2024-07-21,Ibadan,Yam (tuber),534,1362,0,2500,3,1.1,1.0,1.0
2024-07-28,Ibadan,Yam (tuber),499,863,0,2500,3,1.1,1.1,1.0
2024-08-04,Ibadan,Yam (tuber),396,467,0,2500,3,1.1,1.0,1.0
2024-08-11,Ibadan,Yam (tuber),580,1627,1740,2500,3,1.1,1.0,1.0
2024-08-18,Ibadan,Yam (tuber),601,1026,0,2500,3,1.1,1.0,1.0
2024-08-25,Ibadan,Yam (tuber),479,547,0,2500,3,1.1,1.0,1.0
2024-09-01,Ibadan,Yam (tuber),545,1637,1635,2500,3,1.1,1.0,1.0
2024-09-08,Ibadan,Yam (tuber),394,1243,0,2500,3,1.1,1.0,1.0
2024-09-15,Ibadan,Yam (tuber),533,710,0,2500,3,1.1,1.0,1.0
2024-09-22,Ibadan,Yam (tuber),510,1730,1530,2500,3,1.1,1.0,1.0
2024-09-29,Ibadan,Yam (tuber),573,1157,0,2500,3,1.1,1.1,1.0
2024-10-06,Ibadan,Yam (tuber),524,633,0,2500,3,1.1,1.0,0.75
2024-10-13,Ibadan,Yam (tuber),506,1645,1518,2500,3,1.1,1.0,1.0
2024-10-20,Ibadan,Yam (tuber),457,1188,0,2500,3,1.1,1.0,1.0
2024-10-27,Ibadan,Yam (tuber),593,595,0,2500,3,1.1,1.1,1.0
2024-11-03,Ibadan,Yam (tuber),386,1367,1158,2500,3,0.85,1.0,1.0
2024-11-10,Ibadan,Yam (tuber),381,986,0,2500,3,0.85,1.0,1.0
2024-11-17,Ibadan,Yam (tuber),348,638,0,2500,3,0.85,1.0,1.0
2024-11-24,Ibadan,Yam (tuber),347,1071,780,2500,3,0.85,1.0,0.75
2024-12-01,Ibadan,Yam (tuber),483,588,0,2500,3,0.85,1.0,1.0
2024-12-08,Ibadan,Yam (tuber),415,1418,1245,2500,3,0.85,1.0,1.0
2024-12-15,Ibadan,Yam (tuber),390,1028,0,2500,3,0.85,1.0,1.0
2024-12-22,Ibadan,Yam (tuber),631,2290,1893,2500,3,0.85,1.6,1.0
2024-12-29,Ibadan,Yam (tuber),713,1577,0,2500,3,0.85,1.6,1.0
2022-01-02,Ibadan,Tomatoes (basket),717,1683,0,8000,2,0.85,1.6,1.0
2022-01-09,Ibadan,Tomatoes (basket),507,1176,0,8000,2,0.85,1.0,1.0
2022-01-16,Ibadan,Tomatoes (basket),545,631,0,8000,2,0.85,1.0,1.0
2022-01-23,Ibadan,Tomatoes (basket),443,1517,1329,8000,2,0.85,1.0,1.0
2022-01-30,Ibadan,Tomatoes (basket),622,895,0,8000,2,0.85,1.1,1.0
2022-02-06,Ibadan,Tomatoes (basket),472,1839,1416,8000,2,0.85,1.0,1.0
2022-02-13,Ibadan,Tomatoes (basket),474,1365,0,8000,2,0.85,1.0,1.0
2022-02-20,Ibadan,Tomatoes (basket),535,830,0,8000,2,0.85,1.0,1.0
2022-02-27,Ibadan,Tomatoes (basket),515,1087,772,8000,2,0.85,1.1,0.5
2022-03-06,Ibadan,Tomatoes (basket),655,2397,1965,8000,2,1.0,1.0,1.0
2022-03-13,Ibadan,Tomatoes (basket),555,1842,0,8000,2,1.0,1.0,1.0
2022-03-20,Ibadan,Tomatoes (basket),654,1188,0,8000,2,1.0,1.25,1.0
2022-03-27,Ibadan,Tomatoes (basket),879,2946,2637,8000,2,1.0,1.25,1.0
2022-04-03,Ibadan,Tomatoes (basket),682,2264,0,8000,2,1.1,1.25,1.0
2022-04-10,Ibadan,Tomatoes (basket),808,1456,0,8000,2,1.1,1.3,1.0
2022-04-17,Ibadan,Tomatoes (basket),943,3342,2829,8000,2,1.1,1.3,1.0
2022-04-24,Ibadan,Tomatoes (basket),719,2623,0,8000,2,1.1,1.0,1.0
2022-05-01,Ibadan,Tomatoes (basket),725,1898,0,8000,2,1.1,1.0,1.0
2022-05-08,Ibadan,Tomatoes (basket),696,1202,0,8000,2,1.1,1.0,1.0
2022-05-15,Ibadan,Tomatoes (basket),478,724,0,8000,2,1.1,1.0,1.0
2022-05-22,Ibadan,Tomatoes (basket),635,1994,1905,8000,2,1.1,1.0,1.0
2022-05-29,Ibadan,Tomatoes (basket),742,1252,0,8000,2,1.1,1.1,0.75
2022-06-05,Ibadan,Tomatoes (basket),706,2664,2118,8000,2,1.1,1.0,1.0
2022-06-12,Ibadan,Tomatoes (basket),610,2054,0,8000,2,1.1,1.0,1.0
2022-06-19,Ibadan,Tomatoes (basket),1051,4156,3153,8000,2,1.1,1.35,1.0
2022-06-26,Ibadan,Tomatoes (basket),644,3512,0,8000,2,1.1,1.0,1.0
2022-07-03,Ibadan,Tomatoes (basket),612,2900,0,8000,2,1.1,1.0,1.0
2022-07-10,Ibadan,Tomatoes (basket),696,2204,0,8000,2,1.1,1.0,1.0
2022-07-17,Ibadan,Tomatoes (basket),793,1411,0,8000,2,1.1,1.0,1.0
2022-07-24,Ibadan,Tomatoes (basket),668,743,0,8000,2,1.1,1.0,1.0
2022-07-31,Ibadan,Tomatoes (basket),704,2151,2112,8000,2,1.1,1.1,1.0
2022-08-07,Ibadan,Tomatoes (basket),613,1538,0,8000,2,1.1,1.0,1.0
2022-08-14,Ibadan,Tomatoes (basket),734,804,0,8000,2,1.1,1.0,0.75
2022-08-21,Ibadan,Tomatoes (basket),703,2210,2109,8000,2,1.1,1.0,1.0
2022-08-28,Ibadan,Tomatoes (basket),728,1482,0,8000,2,1.1,1.1,1.0
2022-09-04,Ibadan,Tomatoes (basket),540,942,0,8000,2,1.1,1.0,1.0
2022-09-11,Ibadan,Tomatoes (basket),590,2122,1770,8000,2,1.1,1.0,1.0
2022-09-18,Ibadan,Tomatoes (basket),517,1605,0,8000,2,1.1,1.0,0.75
2022-09-25,Ibadan,Tomatoes (basket),672,933,0,8000,2,1.1,1.0,1.0
2022-10-02,Ibadan,Tomatoes (basket),734,2401,2202,8000,2,1.1,1.0,1.0
2022-10-09,Ibadan,Tomatoes (basket),730,1671,0,8000,2,1.1,1.0,1.0
2022-10-16,Ibadan,Tomatoes (basket),756,915,0,8000,2,1.1,1.0,1.0
2022-10-23,Ibadan,Tomatoes (basket),561,2037,1683,8000,2,1.1,1.0,1.0
2022-10-30,Ibadan,Tomatoes (basket),876,1161,0,8000,2,1.1,1.1,1.0
2022-11-06,Ibadan,Tomatoes (basket),499,662,0,8000,2,0.85,1.0,1.0
2022-11-13,Ibadan,Tomatoes (basket),402,1466,1206,8000,2,0.85,1.0,1.0
2022-11-20,Ibadan,Tomatoes (basket),571,895,0,8000,2,0.85,1.0,0.75
2022-11-27,Ibadan,Tomatoes (basket),473,1841,1419,8000,2,0.85,1.1,1.0
2022-12-04,Ibadan,Tomatoes (basket),546,1295,0,8000,2,0.85,1.0,1.0
2022-12-11,Ibadan,Tomatoes (basket),568,727,0,8000,2,0.85,1.0,1.0
2022-12-18,Ibadan,Tomatoes (basket),532,1791,1596,8000,2,0.85,1.0,1.0
2022-12-25,Ibadan,Tomatoes (basket),762,1029,0,8000,2,0.85,1.6,1.0
2023-01-01,Ibadan,Tomatoes (basket),816,2661,2448,8000,2,0.85,1.6,1.0
2023-01-08,Ibadan,Tomatoes (basket),552,2109,0,8000,2,0.85,1.0,0.75
2023-01-15,Ibadan,Tomatoes (basket),510,1599,0,8000,2,0.85,1.0,1.0
2023-01-22,Ibadan,Tomatoes (basket),480,1119,0,8000,2,0.85,1.0,1.0
2023-01-29,Ibadan,Tomatoes (basket),459,660,0,8000,2,0.85,1.1,1.0
2023-02-05,Ibadan,Tomatoes (basket),485,1630,1455,8000,2,0.85,1.0,1.0
2023-02-12,Ibadan,Tomatoes (basket),519,1111,0,8000,2,0.85,1.0,0.75
2023-02-19,Ibadan,Tomatoes (basket),474,637,0,8000,2,0.85,1.0,1.0
2023-02-26,Ibadan,Tomatoes (basket),547,1731,1641,8000,2,0.85,1.0,1.0
2023-03-05,Ibadan,Tomatoes (basket),534,1197,0,8000,2,1.0,1.0,1.0
2023-03-12,Ibadan,Tomatoes (basket),607,2411,1821,8000,2,1.0,1.0,1.0
2023-03-19,Ibadan,Tomatoes (basket),715,1696,0,8000,2,1.0,1.0,1.0
2023-03-26,Ibadan,Tomatoes (basket),852,3400,2556,8000,2,1.0,1.25,1.0
2023-04-02,Ibadan,Tomatoes (basket),765,2635,0,8000,2,1.1,1.25,1.0
2023-04-09,Ibadan,Tomatoes (basket),810,1825,0,8000,2,1.1,1.25,1.0
2023-04-16,Ibadan,Tomatoes (basket),899,926,0,8000,2,1.1,1.3,1.0
2023-04-23,Ibadan,Tomatoes (basket),678,2282,2034,8000,2,1.1,1.0,1.0
2023-04-30,Ibadan,Tomatoes (basket),758,1524,0,8000,2,1.1,1.1,1.0
2023-05-07,Ibadan,Tomatoes (basket),598,926,0,8000,2,1.1,1.0,1.0
2023-05-14,Ibadan,Tomatoes (basket),516,1958,1548,8000,2,1.1,1.0,1.0
2023-05-21,Ibadan,Tomatoes (basket),726,1232,0,8000,2,1.1,1.0,1.0
2023-05-28,Ibadan,Tomatoes (basket),685,2602,2055,8000,2,1.1,1.1,1.0
2023-06-04,Ibadan,Tomatoes (basket),733,1869,0,8000,2,1.1,1.0,1.0
2023-06-11,Ibadan,Tomatoes (basket),649,1220,0,8000,2,1.1,1.0,1.0
2023-06-18,Ibadan,Tomatoes (basket),800,2220,1800,8000,2,1.1,1.35,0.75
2023-06-25,Ibadan,Tomatoes (basket),981,1239,0,8000,2,1.1,1.35,1.0
2023-07-02,Ibadan,Tomatoes (basket),734,2707,2202,8000,2,1.1,1.0,1.0
2023-07-09,Ibadan,Tomatoes (basket),760,1947,0,8000,2,1.1,1.0,1.0
2023-07-16,Ibadan,Tomatoes (basket),658,1289,0,8000,2,1.1,1.0,1.0
2023-07-23,Ibadan,Tomatoes (basket),625,664,0,8000,2,1.1,1.0,1.0
2023-07-30,Ibadan,Tomatoes (basket),591,1846,1773,8000,2,1.1,1.1,1.0
2023-08-06,Ibadan,Tomatoes (basket),657,1189,0,8000,2,1.1,1.0,1.0
2023-08-13,Ibadan,Tomatoes (basket),738,2665,2214,8000,2,1.1,1.0,1.0
2023-08-20,Ibadan,Tomatoes (basket),640,2025,0,8000,2,1.1,1.0,1.0
2023-08-27,Ibadan,Tomatoes (basket),657,1368,0,8000,2,1.1,1.1,1.0
2023-09-03,Ibadan,Tomatoes (basket),729,2279,1640,8000,2,1.1,1.0,0.75
2023-09-10,Ibadan,Tomatoes (basket),758,1521,0,8000,2,1.1,1.0,1.0
2023-09-17,Ibadan,Tomatoes (basket),731,790,0,8000,2,1.1,1.0,1.0
2023-09-24,Ibadan,Tomatoes (basket),618,2026,1854,8000,2,1.1,1.0,1.0
2023-10-01,Ibadan,Tomatoes (basket),720,1306,0,8000,2,1.1,1.0,1.0
2023-10-08,Ibadan,Tomatoes (basket),611,695,0,8000,2,1.1,1.0,0.75
2023-10-15,Ibadan,Tomatoes (basket),443,1581,1329,8000,2,1.1,1.0,1.0
2023-10-22,Ibadan,Tomatoes (basket),573,1008,0,8000,2,1.1,1.0,1.0
2023-10-29,Ibadan,Tomatoes (basket),718,2444,2154,8000,2,1.1,1.1,1.0
2023-11-05,Ibadan,Tomatoes (basket),501,1943,0,8000,2,0.85,1.0,1.0
2023-11-12,Ibadan,Tomatoes (basket),519,1424,0,8000,2,0.85,1.0,1.0
2023-11-19,Ibadan,Tomatoes (basket),472,952,0,8000,2,0.85,1.0,1.0
2023-11-26,Ibadan,Tomatoes (basket),600,2152,1800,8000,2,0.85,1.0,1.0
2023-12-03,Ibadan,Tomatoes (basket),542,1610,0,8000,2,0.85,1.0,1.0
2023-12-10,Ibadan,Tomatoes (basket),544,1066,0,8000,2,0.85,1.0,1.0
2023-12-17,Ibadan,Tomatoes (basket),510,556,0,8000,2,0.85,1.0,1.0
2023-12-24,Ibadan,Tomatoes (basket),846,2248,2538,8000,2,0.85,1.6,1.0
2023-12-31,Ibadan,Tomatoes (basket),818,1430,0,8000,2,0.85,1.6,1.0
2024-01-07,Ibadan,Tomatoes (basket),470,960,0,8000,2,0.85,1.0,1.0
2024-01-14,Ibadan,Tomatoes (basket),503,1966,1509,8000,2,0.85,1.0,1.0
2024-01-21,Ibadan,Tomatoes (basket),542,1424,0,8000,2,0.85,1.0,0.75
2024-01-28,Ibadan,Tomatoes (basket),583,841,0,8000,2,0.85,1.1,1.0
2024-02-04,Ibadan,Tomatoes (basket),468,1777,1404,8000,2,0.85,1.0,1.0
2024-02-11,Ibadan,Tomatoes (basket),545,1232,0,8000,2,0.85,1.0,1.0
2024-02-18,Ibadan,Tomatoes (basket),481,751,0,8000,2,0.85,1.0,1.0
2024-02-25,Ibadan,Tomatoes (basket),501,1753,1503,8000,2,0.85,1.0,1.0
2024-03-03,Ibadan,Tomatoes (basket),643,1110,0,8000,2,1.0,1.0,1.0
2024-03-10,Ibadan,Tomatoes (basket),624,2358,1872,8000,2,1.0,1.0,1.0
2024-03-17,Ibadan,Tomatoes (basket),617,1741,0,8000,2,1.0,1.0,1.0
2024-03-24,Ibadan,Tomatoes (basket),624,1117,0,8000,2,1.0,1.25,0.75
2024-03-31,Ibadan,Tomatoes (basket),795,2707,2385,8000,2,1.0,1.25,1.0
2024-04-07,Ibadan,Tomatoes (basket),796,1911,0,8000,2,1.1,1.25,1.0
2024-04-14,Ibadan,Tomatoes (basket),782,1129,0,8000,2,1.1,1.3,1.0
2024-04-21,Ibadan,Tomatoes (basket),678,1468,1017,8000,2,1.1,1.0,0.5
2024-04-28,Ibadan,Tomatoes (basket),717,751,0,8000,2,1.1,1.1,1.0
2024-05-05,Ibadan,Tomatoes (basket),599,1949,1797,8000,2,1.1,1.0,1.0
2024-05-12,Ibadan,Tomatoes (basket),690,1259,0,8000,2,1.1,1.0,1.0
2024-05-19,Ibadan,Tomatoes (basket),629,630,0,8000,2,1.1,1.0,0.5
2024-05-26,Ibadan,Tomatoes (basket),700,2030,2100,8000,2,1.1,1.0,1.0
2024-06-02,Ibadan,Tomatoes (basket),558,1472,0,8000,2,1.1,1.0,1.0
2024-06-09,Ibadan,Tomatoes (basket),736,736,0,8000,2,1.1,1.0,1.0
2024-06-16,Ibadan,Tomatoes (basket),950,2636,2850,8000,2,1.1,1.35,1.0
2024-06-23,Ibadan,Tomatoes (basket),714,1922,0,8000,2,1.1,1.35,1.0
2024-06-30,Ibadan,Tomatoes (basket),763,1159,0,8000,2,1.1,1.1,1.0
2024-07-07,Ibadan,Tomatoes (basket),690,2539,2070,8000,2,1.1,1.0,1.0
2024-07-14,Ibadan,Tomatoes (basket),695,1844,0,8000,2,1.1,1.0,1.0
2024-07-21,Ibadan,Tomatoes (basket),668,1176,0,8000,2,1.1,1.0,1.0
2024-07-28,Ibadan,Tomatoes (basket),624,2424,1872,8000,2,1.1,1.1,1.0
2024-08-04,Ibadan,Tomatoes (basket),495,1929,0,8000,2,1.1,1.0,1.0
2024-08-11,Ibadan,Tomatoes (basket),725,1204,0,8000,2,1.1,1.0,1.0
2024-08-18,Ibadan,Tomatoes (basket),751,2706,2253,8000,2,1.1,1.0,1.0
2024-08-25,Ibadan,Tomatoes (basket),599,2107,0,8000,2,1.1,1.0,1.0
2024-09-01,Ibadan,Tomatoes (basket),682,1425,0,8000,2,1.1,1.0,1.0
2024-09-08,Ibadan,Tomatoes (basket),493,932,0,8000,2,1.1,1.0,1.0
2024-09-15,Ibadan,Tomatoes (basket),666,2264,1998,8000,2,1.1,1.0,1.0
2024-09-22,Ibadan,Tomatoes (basket),637,1627,0,8000,2,1.1,1.0,1.0
2024-09-29,Ibadan,Tomatoes (basket),717,910,0,8000,2,1.1,1.1,1.0
2024-10-06,Ibadan,Tomatoes (basket),655,1728,1473,8000,2,1.1,1.0,0.75
2024-10-13,Ibadan,Tomatoes (basket),633,1095,0,8000,2,1.1,1.0,1.0
2024-10-20,Ibadan,Tomatoes (basket),571,2237,1713,8000,2,1.1,1.0,1.0
2024-10-27,Ibadan,Tomatoes (basket),741,1496,0,8000,2,1.1,1.1,1.0
2024-11-03,Ibadan,Tomatoes (basket),483,1013,0,8000,2,0.85,1.0,1.0
2024-11-10,Ibadan,Tomatoes (basket),476,537,0,8000,2,0.85,1.0,1.0
2024-11-17,Ibadan,Tomatoes (basket),435,1407,1305,8000,2,0.85,1.0,1.0
2024-11-24,Ibadan,Tomatoes (basket),434,973,0,8000,2,0.85,1.0,0.75
2024-12-01,Ibadan,Tomatoes (basket),604,2181,1812,8000,2,0.85,1.0,1.0
2024-12-08,Ibadan,Tomatoes (basket),519,1662,0,8000,2,0.85,1.0,1.0
2024-12-15,Ibadan,Tomatoes (basket),487,1175,0,8000,2,0.85,1.0,1.0
2024-12-22,Ibadan,Tomatoes (basket),789,2753,2367,8000,2,0.85,1.6,1.0
2024-12-29,Ibadan,Tomatoes (basket),891,1862,0,8000,2,0.85,1.6,1.0
2022-01-02,Ibadan,Palm Oil (25L),258,606,0,35000,6,0.85,1.6,1.0
2022-01-09,Ibadan,Palm Oil (25L),182,424,0,35000,6,0.85,1.0,1.0
2022-01-16,Ibadan,Palm Oil (25L),196,228,0,35000,6,0.85,1.0,1.0
2022-01-23,Ibadan,Palm Oil (25L),159,546,477,35000,6,0.85,1.0,1.0
2022-01-30,Ibadan,Palm Oil (25L),224,322,0,35000,6,0.85,1.1,1.0
2022-02-06,Ibadan,Palm Oil (25L),170,662,510,35000,6,0.85,1.0,1.0
2022-02-13,Ibadan,Palm Oil (25L),170,492,0,35000,6,0.85,1.0,1.0
2022-02-20,Ibadan,Palm Oil (25L),192,300,0,35000,6,0.85,1.0,1.0
2022-02-27,Ibadan,Palm Oil (25L),185,392,277,35000,6,0.85,1.1,0.5
2022-03-06,Ibadan,Palm Oil (25L),235,862,705,35000,6,1.0,1.0,1.0
2022-03-13,Ibadan,Palm Oil (25L),199,663,0,35000,6,1.0,1.0,1.0
2022-03-20,Ibadan,Palm Oil (25L),235,428,0,35000,6,1.0,1.25,1.0
2022-03-27,Ibadan,Palm Oil (25L),316,1060,948,35000,6,1.0,1.25,1.0
2022-04-03,Ibadan,Palm Oil (25L),245,815,0,35000,6,1.1,1.25,1.0
2022-04-10,Ibadan,Palm Oil (25L),290,525,0,35000,6,1.1,1.3,1.0
2022-04-17,Ibadan,Palm Oil (25L),339,1203,1017,35000,6,1.1,1.3,1.0
2022-04-24,Ibadan,Palm Oil (25L),258,945,0,35000,6,1.1,1.0,1.0
2022-05-01,Ibadan,Palm Oil (25L),261,684,0,35000,6,1.1,1.0,1.0
2022-05-08,Ibadan,Palm Oil (25L),250,434,0,35000,6,1.1,1.0,1.0
2022-05-15,Ibadan,Palm Oil (25L),172,262,0,35000,6,1.1,1.0,1.0
2022-05-22,Ibadan,Palm Oil (25L),228,718,684,35000,6,1.1,1.0,1.0
2022-05-29,Ibadan,Palm Oil (25L),267,451,0,35000,6,1.1,1.1,0.75
2022-06-05,Ibadan,Palm Oil (25L),254,959,762,35000,6,1.1,1.0,1.0
2022-06-12,Ibadan,Palm Oil (25L),219,740,0,35000,6,1.1,1.0,1.0
2022-06-19,Ibadan,Palm Oil (25L),378,1496,1134,35000,6,1.1,1.35,1.0
2022-06-26,Ibadan,Palm Oil (25L),232,1264,0,35000,6,1.1,1.0,1.0
2022-07-03,Ibadan,Palm Oil (25L),220,1044,0,35000,6,1.1,1.0,1.0
2022-07-10,Ibadan,Palm Oil (25L),250,794,0,35000,6,1.1,1.0,1.0
2022-07-17,Ibadan,Palm Oil (25L),285,509,0,35000,6,1.1,1.0,1.0
2022-07-24,Ibadan,Palm Oil (25L),240,269,0,35000,6,1.1,1.0,1.0
2022-07-31,Ibadan,Palm Oil (25L),253,775,759,35000,6,1.1,1.1,1.0
2022-08-07,Ibadan,Palm Oil (25L),220,555,0,35000,6,1.1,1.0,1.0
2022-08-14,Ibadan,Palm Oil (25L),264,291,0,35000,6,1.1,1.0,0.75
2022-08-21,Ibadan,Palm Oil (25L),253,797,759,35000,6,1.1,1.0,1.0
2022-08-28,Ibadan,Palm Oil (25L),262,535,0,35000,6,1.1,1.1,1.0
2022-09-04,Ibadan,Palm Oil (25L),194,341,0,35000,6,1.1,1.0,1.0
2022-09-11,Ibadan,Palm Oil (25L),212,765,636,35000,6,1.1,1.0,1.0
2022-09-18,Ibadan,Palm Oil (25L),186,579,0,35000,6,1.1,1.0,0.75
2022-09-25,Ibadan,Palm Oil (25L),242,337,0,35000,6,1.1,1.0,1.0
2022-10-02,Ibadan,Palm Oil (25L),264,865,792,35000,6,1.1,1.0,1.0
2022-10-09,Ibadan,Palm Oil (25L),262,603,0,35000,6,1.1,1.0,1.0
2022-10-16,Ibadan,Palm Oil (25L),272,331,0,35000,6,1.1,1.0,1.0
2022-10-23,Ibadan,Palm Oil (25L),202,735,606,35000,6,1.1,1.0,1.0
2022-10-30,Ibadan,Palm Oil (25L),315,420,0,35000,6,1.1,1.1,1.0
2022-11-06,Ibadan,Palm Oil (25L),179,241,0,35000,6,0.85,1.0,1.0
2022-11-13,Ibadan,Palm Oil (25L),144,529,432,35000,6,0.85,1.0,1.0
2022-11-20,Ibadan,Palm Oil (25L),205,324,0,35000,6,0.85,1.0,0.75
2022-11-27,Ibadan,Palm Oil (25L),170,664,510,35000,6,0.85,1.1,1.0
2022-12-04,Ibadan,Palm Oil (25L),196,468,0,35000,6,0.85,1.0,1.0
2022-12-11,Ibadan,Palm Oil (25L),204,264,0,35000,6,0.85,1.0,1.0
2022-12-18,Ibadan,Palm Oil (25L),191,646,573,35000,6,0.85,1.0,1.0
2022-12-25,Ibadan,Palm Oil (25L),274,372,0,35000,6,0.85,1.6,1.0
2023-01-01,Ibadan,Palm Oil (25L),293,958,879,35000,6,0.85,1.6,1.0
2023-01-08,Ibadan,Palm Oil (25L),199,759,0,35000,6,0.85,1.0,0.75
2023-01-15,Ibadan,Palm Oil (25L),183,576,0,35000,6,0.85,1.0,1.0
2023-01-22,Ibadan,Palm Oil (25L),172,404,0,35000,6,0.85,1.0,1.0
2023-01-29,Ibadan,Palm Oil (25L),165,239,0,35000,6,0.85,1.1,1.0
2023-02-05,Ibadan,Palm Oil (25L),174,587,522,35000,6,0.85,1.0,1.0
2023-02-12,Ibadan,Palm Oil (25L),186,401,0,35000,6,0.85,1.0,0.75
2023-02-19,Ibadan,Palm Oil (25L),170,231,0,35000,6,0.85,1.0,1.0
2023-02-26,Ibadan,Palm Oil (25L),196,623,588,35000,6,0.85,1.0,1.0
2023-03-05,Ibadan,Palm Oil (25L),192,431,0,35000,6,1.0,1.0,1.0
2023-03-12,Ibadan,Palm Oil (25L),218,867,654,35000,6,1.0,1.0,1.0
2023-03-19,Ibadan,Palm Oil (25L),257,610,0,35000,6,1.0,1.0,1.0
2023-03-26,Ibadan,Palm Oil (25L),306,1222,918,35000,6,1.0,1.25,1.0
2023-04-02,Ibadan,Palm Oil (25L),275,947,0,35000,6,1.1,1.25,1.0
2023-04-09,Ibadan,Palm Oil (25L),291,656,0,35000,6,1.1,1.25,1.0
2023-04-16,Ibadan,Palm Oil (25L),323,333,0,35000,6,1.1,1.3,1.0
2023-04-23,Ibadan,Palm Oil (25L),244,821,732,35000,6,1.1,1.0,1.0
2023-04-30,Ibadan,Palm Oil (25L),273,548,0,35000,6,1.1,1.1,1.0
2023-05-07,Ibadan,Palm Oil (25L),215,333,0,35000,6,1.1,1.0,1.0
2023-05-14,Ibadan,Palm Oil (25L),185,703,555,35000,6,1.1,1.0,1.0
2023-05-21,Ibadan,Palm Oil (25L),261,442,0,35000,6,1.1,1.0,1.0
2023-05-28,Ibadan,Palm Oil (25L),246,934,738,35000,6,1.1,1.1,1.0
2023-06-04,Ibadan,Palm Oil (25L),264,670,0,35000,6,1.1,1.0,1.0
2023-06-11,Ibadan,Palm Oil (25L),233,437,0,35000,6,1.1,1.0,1.0
2023-06-18,Ibadan,Palm Oil (25L),288,797,648,35000,6,1.1,1.35,0.75
2023-06-25,Ibadan,Palm Oil (25L),353,444,0,35000,6,1.1,1.35,1.0
2023-07-02,Ibadan,Palm Oil (25L),264,972,792,35000,6,1.1,1.0,1.0
2023-07-09,Ibadan,Palm Oil (25L),273,699,0,35000,6,1.1,1.0,1.0
2023-07-16,Ibadan,Palm Oil (25L),236,463,0,35000,6,1.1,1.0,1.0
2023-07-23,Ibadan,Palm Oil (25L),225,238,0,35000,6,1.1,1.0,1.0
2023-07-30,Ibadan,Palm Oil (25L),213,664,639,35000,6,1.1,1.1,1.0
2023-08-06,Ibadan,Palm Oil (25L),236,428,0,35000,6,1.1,1.0,1.0
2023-08-13,Ibadan,Palm Oil (25L),265,958,795,35000,6,1.1,1.0,1.0
2023-08-20,Ibadan,Palm Oil (25L),230,728,0,35000,6,1.1,1.0,1.0
2023-08-27,Ibadan,Palm Oil (25L),236,492,0,35000,6,1.1,1.1,1.0
2023-09-03,Ibadan,Palm Oil (25L),262,819,589,35000,6,1.1,1.0,0.75
2023-09-10,Ibadan,Palm Oil (25L),273,546,0,35000,6,1.1,1.0,1.0
2023-09-17,Ibadan,Palm Oil (25L),263,283,0,35000,6,1.1,1.0,1.0
2023-09-24,Ibadan,Palm Oil (25L),222,727,666,35000,6,1.1,1.0,1.0
2023-10-01,Ibadan,Palm Oil (25L),259,468,0,35000,6,1.1,1.0,1.0
2023-10-08,Ibadan,Palm Oil (25L),220,248,0,35000,6,1.1,1.0,0.75
2023-10-15,Ibadan,Palm Oil (25L),159,566,477,35000,6,1.1,1.0,1.0
2023-10-22,Ibadan,Palm Oil (25L),206,360,0,35000,6,1.1,1.0,1.0
2023-10-29,Ibadan,Palm Oil (25L),258,876,774,35000,6,1.1,1.1,1.0
2023-11-05,Ibadan,Palm Oil (25L),180,696,0,35000,6,0.85,1.0,1.0
2023-11-12,Ibadan,Palm Oil (25L),187,509,0,35000,6,0.85,1.0,1.0
2023-11-19,Ibadan,Palm Oil (25L),170,339,0,35000,6,0.85,1.0,1.0
2023-11-26,Ibadan,Palm Oil (25L),216,771,648,35000,6,0.85,1.0,1.0
2023-12-03,Ibadan,Palm Oil (25L),195,576,0,35000,6,0.85,1.0,1.0
2023-12-10,Ibadan,Palm Oil (25L),195,381,0,35000,6,0.85,1.0,1.0
2023-12-17,Ibadan,Palm Oil (25L),183,198,0,35000,6,0.85,1.0,1.0
2023-12-24,Ibadan,Palm Oil (25L),304,806,912,35000,6,0.85,1.6,1.0
2023-12-31,Ibadan,Palm Oil (25L),294,512,0,35000,6,0.85,1.6,1.0
2024-01-07,Ibadan,Palm Oil (25L),169,343,0,35000,6,0.85,1.0,1.0
2024-01-14,Ibadan,Palm Oil (25L),181,705,543,35000,6,0.85,1.0,1.0
